employee_id,umur,jenis_kelamin,IPK,level,tahun_lulus,status_perkawinan,divisi,rerata_jam_bulanan,tingkat_kepuasan_bekerja,nilai_evaluasi_terakhir,jumlah_proyek_yang_dikerjakan,lama_di_perusahaan,kecelakaan_kerja,promosi_5thn_lalu,tingkat_gaji,resign
19538,,Laki-laki,1.796662715929014,Junior,,Belum Menikah,sales,185.0,0.9,0.335143112255738,4,24 Months,belum pernah,belum,rendah,0
19539,27.0,Laki-laki,3.7444948575791432,Full-Time,2017.0,Sudah Menikah,sales,143.0,0.38,,2,36 Months,belum pernah,belum,rendah,1
19540,,Laki-laki,2.6009254188448674,Part-Time,,Belum Menikah,sales,158.0,0.74,0.717639697811304,4,36 Months,belum pernah,belum,rendah,0
19541,,Laki-laki,1.9162863838535613,Junior,,Sudah Menikah,RandD,143.0,0.42,0.31187979798721105,2,3 Years,belum pernah,belum,rendah,1
19542,,Laki-laki,0.8183438605682324,Internship,,Sudah Menikah,accounting,245.0,0.85,0.4290170698631897,3,10 Years,belum pernah,belum,sedang,0
19543,,Laki-laki,0.3735040635291832,Internship,,Sudah Menikah,sales,207.0,0.71,0.4252642732579074,2,48 Months,belum pernah,belum,rendah,0
19544,45.0,Laki-laki,2.5237811660124323,Senior,1997.0,Sudah Menikah,IT,230.0,0.65,,3,2 Years,belum pernah,belum,tinggi,0
19545,,Laki-laki,2.282866083657994,Senior,,Sudah Menikah,management,191.0,0.29,0.5049649030178578,5,5 Years,belum pernah,belum,sedang,0
19546,,Laki-laki,3.3355203463781433,Full-Time,,Sudah Menikah,technical,225.0,0.62,0.4499127895796894,3,4 Years,pernah,belum,rendah,0
19547,31.0,Laki-laki,2.5523439915787707,Part-Time,2011.0,Sudah Menikah,IT,162.0,,0.3790028595036594,3,24 Months,pernah,belum,rendah,0
19548,,Laki-laki,3.412297116359951,Full-Time,,Sudah Menikah,hr,131.0,0.37,0.313122829936441,2,3 Years,belum pernah,belum,rendah,1
19549,34.0,Laki-laki,2.9403045920006776,Full-Time,2008.0,Sudah Menikah,sales,136.0,,0.43794019820175095,2,36 Months,belum pernah,belum,rendah,1
19550,22.0,Laki-laki,1.266172304859794,Probation,2019.0,Belum Menikah,sales,,0.64,0.4124120987914469,5,48 Months,belum pernah,belum,rendah,0
19551,,Perempuan,2.9438377712485657,Full-Time,,Belum Menikah,sales,226.0,0.89,0.41912233226050805,3,3 Years,belum pernah,belum,sedang,0
19552,,Perempuan,0.8038550410691796,Internship,,Belum Menikah,product_mng,204.0,0.51,0.34882456094955944,3,4 Years,belum pernah,belum,sedang,0
19553,,Laki-laki,2.209683846542017,Senior,,Sudah Menikah,support,145.0,0.41,0.4555239367687929,2,3 Years,belum pernah,belum,rendah,1
19554,,Perempuan,0.9304167994262051,Internship,,Belum Menikah,support,239.0,0.51,0.4747832625605949,2,3 Years,belum pernah,belum,tinggi,0
19555,,Laki-laki,2.826895298185224,Part-Time,,Belum Menikah,support,242.0,0.23,0.4501674571411127,5,48 Months,belum pernah,belum,sedang,0
19556,,Laki-laki,2.8915637072147073,Full-Time,,Sudah Menikah,IT,191.0,0.98,0.3735427749982426,4,3 Years,belum pernah,belum,rendah,0
19557,,Perempuan,2.4677546143713327,Senior,,Belum Menikah,sales,249.0,0.65,0.7218165687236915,4,36 Months,belum pernah,belum,sedang,0
19558,,Perempuan,3.364695055863836,Full-Time,,Belum Menikah,support,196.0,0.81,0.3322812468385581,6,2 Years,belum pernah,belum,rendah,0
19559,,Laki-laki,1.5850829363320957,Probation,,Sudah Menikah,support,228.0,0.77,0.6271686026908845,5,60 Months,belum pernah,belum,rendah,1
19560,,Laki-laki,0.6197465646473254,Internship,,Sudah Menikah,hr,145.0,0.38,0.3359442323598178,2,3 Years,belum pernah,belum,sedang,1
19561,,Laki-laki,3.4251794019272346,Full-Time,,Belum Menikah,sales,163.0,0.99,0.39641637758456494,4,2 Years,belum pernah,belum,rendah,0
19562,,Laki-laki,2.4123099958057903,Senior,,Sudah Menikah,sales,274.0,0.41,0.22642000674161544,5,2 Years,pernah,belum,sedang,0
19563,,Perempuan,3.4044551573754687,Full-Time,,Belum Menikah,RandD,145.0,0.37,0.6064711673647352,2,36 Months,belum pernah,belum,sedang,1
19564,42.0,Laki-laki,3.0850224693713573,Full-Time,2000.0,Belum Menikah,technical,,0.75,,4,6 Years,belum pernah,belum,rendah,1
19565,,Laki-laki,1.741616777382078,Junior,,Sudah Menikah,support,227.0,0.16,0.5125551567062683,6,5 Years,belum pernah,belum,sedang,0
19566,,Laki-laki,1.0536748228479345,Internship,,Belum Menikah,sales,206.0,0.45,0.3590664480854905,4,2 Years,belum pernah,belum,rendah,0
19567,22.0,Laki-laki,1.824313426911463,Junior,2019.0,Sudah Menikah,support,138.0,,,2,3 Years,belum pernah,belum,rendah,1
19568,,Perempuan,1.6644174627626143,Junior,,Belum Menikah,technical,187.0,0.8,0.81054582384198,5,3 Years,pernah,belum,sedang,0
19569,,Laki-laki,3.1885611011798027,Full-Time,,Belum Menikah,support,266.0,0.64,0.5561054871967804,5,3 Years,belum pernah,belum,rendah,0
19570,,Laki-laki,1.6408423258870037,Junior,,Sudah Menikah,support,158.0,0.39,0.34415453383765576,2,3 Years,belum pernah,belum,rendah,1
19571,,Laki-laki,2.4348259641256287,Senior,,Sudah Menikah,technical,200.0,0.65,0.35200897169372575,4,4 Years,belum pernah,belum,rendah,0
19572,,Laki-laki,3.7261416763035116,Full-Time,,Sudah Menikah,sales,229.0,0.98,0.41378622781315755,3,3 Years,belum pernah,belum,rendah,0
19573,,Laki-laki,2.1561183048420376,Senior,,Sudah Menikah,IT,,0.75,0.6440757431602246,5,5 Years,belum pernah,belum,rendah,1
19574,,Laki-laki,1.681246497866222,Junior,,Sudah Menikah,technical,243.0,0.33,0.49933089253204954,3,24 Months,belum pernah,belum,sedang,0
19575,,Laki-laki,2.0367783729929507,Junior,,Sudah Menikah,sales,,0.43,0.42674181738461636,5,3 Years,belum pernah,belum,rendah,0
19576,,Laki-laki,1.8478822521671963,Junior,,Belum Menikah,sales,164.0,0.98,0.3956195746145104,3,36 Months,belum pernah,belum,sedang,0
19577,26.0,Laki-laki,3.7493050733101874,Full-Time,2018.0,Sudah Menikah,sales,233.0,,0.4333459970530873,4,7 Years,belum pernah,belum,sedang,0
19578,48.0,Laki-laki,3.4958298407811066,Full-Time,1995.0,Sudah Menikah,sales,168.0,0.79,,4,36 Months,belum pernah,belum,tinggi,0
19579,,Perempuan,3.120018252686359,Full-Time,,Belum Menikah,sales,154.0,0.17,0.17664477905545944,6,10 Years,pernah,belum,sedang,0
19580,,Laki-laki,0.3002415326440699,Internship,,Belum Menikah,accounting,135.0,0.38,0.415385472642684,2,3 Years,belum pernah,belum,rendah,1
19581,,Laki-laki,3.5180729807472364,Full-Time,,Belum Menikah,sales,247.0,0.96,0.606550859013865,4,3 Years,belum pernah,belum,tinggi,0
19582,29.0,Laki-laki,3.28238546496275,Full-Time,2014.0,Sudah Menikah,technical,285.0,0.1,,7,4 Years,belum pernah,belum,rendah,1
19583,,Laki-laki,2.087960522093794,Junior,,Sudah Menikah,sales,232.0,0.83,0.3507003378219034,4,36 Months,belum pernah,belum,sedang,0
19584,,Laki-laki,2.8886875361622764,Full-Time,,Sudah Menikah,sales,194.0,0.49,0.47325390952677165,5,3 Years,belum pernah,belum,sedang,0
19585,,Perempuan,2.343588987837798,Senior,,Belum Menikah,sales,268.0,0.62,0.37599560315486213,4,6 Years,belum pernah,belum,sedang,0
19586,,Laki-laki,1.4729233529757553,Probation,,Belum Menikah,support,,0.09,0.5847779172897087,6,48 Months,belum pernah,belum,rendah,1
19587,49.0,Perempuan,2.2984280744542773,Senior,1992.0,Belum Menikah,technical,171.0,,,6,2 Years,belum pernah,belum,rendah,0
19588,33.0,Laki-laki,3.474191957094337,Full-Time,2010.0,Sudah Menikah,RandD,135.0,0.84,,4,3 Years,belum pernah,sudah,sedang,0
19589,29.0,Laki-laki,3.2297625747788263,Full-Time,2014.0,Belum Menikah,RandD,183.0,0.52,,4,36 Months,belum pernah,belum,rendah,0
19590,34.0,Laki-laki,2.6660268161416463,Part-Time,2008.0,Belum Menikah,sales,,0.86,,4,36 Months,belum pernah,belum,rendah,0
19591,,Laki-laki,2.251075716364029,Senior,,Sudah Menikah,hr,197.0,0.48,0.6396150202030548,3,3 Years,belum pernah,belum,sedang,0
19592,,Laki-laki,2.1741996925777136,Senior,,Sudah Menikah,technical,112.0,0.52,0.5157495912423324,4,24 Months,belum pernah,belum,sedang,0
19593,,Laki-laki,2.3661436127939206,Senior,,Sudah Menikah,management,220.0,0.88,0.4743775336835589,3,36 Months,belum pernah,belum,sedang,0
19594,,Laki-laki,2.928070671994101,Full-Time,,Sudah Menikah,sales,202.0,0.16,0.6663259193681341,6,4 Years,pernah,sudah,sedang,0
19595,,Laki-laki,1.8726710658247623,Junior,,Sudah Menikah,management,198.0,0.51,0.5598936051006722,4,2 Years,belum pernah,belum,sedang,0
19596,30.0,Laki-laki,2.4462228068296183,Senior,2011.0,Sudah Menikah,sales,157.0,0.8,,4,36 Months,belum pernah,belum,sedang,0
19597,,Laki-laki,0.8838106601868791,Internship,,Belum Menikah,product_mng,158.0,0.43,0.5082310360093019,2,36 Months,belum pernah,belum,rendah,1
19598,30.0,Laki-laki,3.0424388669416738,Full-Time,2012.0,Sudah Menikah,technical,,0.36,,2,3 Years,belum pernah,belum,sedang,1
19599,,Perempuan,3.598471814103258,Full-Time,,Belum Menikah,IT,221.0,0.49,0.5624050753341684,3,3 Years,pernah,belum,rendah,0
19600,,Laki-laki,2.949148493385265,Full-Time,,Sudah Menikah,technical,,0.37,0.4568059102419232,2,36 Months,belum pernah,belum,tinggi,1
19601,,Laki-laki,2.436356389697033,Senior,,Sudah Menikah,technical,309.0,0.1,0.6608382636192,6,4 Years,belum pernah,belum,sedang,1
19602,25.0,Perempuan,0.342087570982835,Internship,2015.0,Belum Menikah,IT,,0.55,0.43720250104187697,3,2 Years,belum pernah,belum,tinggi,0
19603,,Laki-laki,3.6511913903544975,Full-Time,,Sudah Menikah,accounting,308.0,0.1,0.48583148694211586,7,48 Months,belum pernah,belum,rendah,1
19604,,Laki-laki,2.583654120083284,Part-Time,,Sudah Menikah,technical,175.0,0.5,0.4655964264056117,4,2 Years,belum pernah,belum,rendah,0
19605,,Perempuan,3.6983744089428328,Full-Time,,Belum Menikah,support,137.0,0.6,0.434670446465121,4,36 Months,belum pernah,belum,rendah,0
19606,,Laki-laki,1.5945263709071649,Probation,,Sudah Menikah,RandD,262.0,0.81,0.47567800502908764,4,36 Months,belum pernah,belum,sedang,0
19607,,Laki-laki,2.529285092519977,Senior,,Belum Menikah,support,242.0,0.8,0.5788234039683823,5,36 Months,belum pernah,belum,tinggi,0
19608,,Perempuan,3.037577389883248,Full-Time,,Belum Menikah,technical,143.0,0.46,0.27094143504618884,2,36 Months,pernah,belum,rendah,1
19609,,Laki-laki,1.268085356218255,Probation,,Belum Menikah,hr,145.0,0.82,0.4948394409614624,5,6 Years,belum pernah,belum,sedang,0
19610,,Perempuan,2.9978720976193105,Full-Time,,Belum Menikah,IT,276.0,0.93,0.36883008595717315,3,36 Months,belum pernah,belum,rendah,0
19611,,Laki-laki,3.0403828838858393,Full-Time,,Sudah Menikah,sales,149.0,0.63,0.36539192463486625,4,3 Years,pernah,belum,sedang,0
19612,,Laki-laki,2.7125426264675387,Part-Time,,Belum Menikah,management,106.0,0.53,0.368614433047555,6,72 Months,belum pernah,belum,tinggi,0
19613,,Laki-laki,2.510906315119775,Senior,,Sudah Menikah,support,275.0,0.11,0.35532645624012865,7,48 Months,belum pernah,belum,sedang,1
19614,,Laki-laki,3.038272994260597,Full-Time,,Belum Menikah,hr,308.0,0.09,0.348403399320145,7,5 Years,belum pernah,belum,sedang,1
19615,,Laki-laki,3.400380062928372,Full-Time,,Sudah Menikah,management,248.0,0.82,0.3833175329779335,2,6 Years,belum pernah,belum,rendah,0
19616,,Laki-laki,2.225201774762091,Senior,,Sudah Menikah,sales,252.0,0.38,0.35714954035504654,5,5 Years,belum pernah,belum,rendah,0
19617,,Laki-laki,3.455244845809519,Full-Time,,Sudah Menikah,sales,,0.73,0.4147283106228364,2,6 Years,pernah,belum,sedang,0
19618,,Laki-laki,3.8163523313321526,Full-Time,,Sudah Menikah,technical,186.0,0.63,0.5186929758801844,5,10 Years,belum pernah,belum,rendah,0
19619,,Laki-laki,0.9415743396561203,Internship,,Belum Menikah,product_mng,194.0,0.17,0.5391382790558557,4,36 Months,belum pernah,belum,rendah,0
19620,43.0,Laki-laki,2.6686182449992994,Part-Time,1999.0,Sudah Menikah,accounting,208.0,0.42,,4,60 Months,belum pernah,belum,rendah,0
19621,,Laki-laki,1.148633973191134,Probation,,Belum Menikah,sales,,0.22,0.611892090590429,4,4 Years,belum pernah,belum,sedang,0
19622,,Laki-laki,1.1313379847768623,Internship,,Belum Menikah,support,178.0,0.69,0.4422098680546135,4,3 Years,belum pernah,belum,sedang,0
19623,,Laki-laki,2.9080762225707355,Full-Time,,Sudah Menikah,sales,175.0,0.58,0.18523783648096206,3,36 Months,belum pernah,belum,rendah,0
19624,,Laki-laki,2.9495927322417432,Full-Time,,Sudah Menikah,sales,148.0,0.37,0.422788514158604,2,3 Years,belum pernah,belum,rendah,1
19625,,Laki-laki,2.3907937546309075,Senior,,Sudah Menikah,technical,225.0,0.66,0.4674746950723762,3,36 Months,belum pernah,belum,rendah,0
19626,,Laki-laki,3.5428061220976224,Full-Time,,Belum Menikah,IT,257.0,0.69,0.3647567295792804,3,36 Months,pernah,belum,rendah,0
19627,,Laki-laki,3.2040820250501074,Full-Time,,Sudah Menikah,technical,141.0,0.4,0.42858154880800337,2,36 Months,belum pernah,belum,sedang,1
19628,,Laki-laki,1.6602557560517581,Junior,,Sudah Menikah,technical,156.0,0.43,0.46299406581986957,2,36 Months,belum pernah,belum,rendah,1
19629,,Laki-laki,2.6089418168081746,Part-Time,,Belum Menikah,sales,262.0,0.41,0.4876289879135738,6,6 Years,belum pernah,belum,tinggi,0
19630,,Laki-laki,2.80196224808069,Part-Time,,Belum Menikah,management,137.0,0.3,0.33806422922920887,2,3 Years,belum pernah,belum,tinggi,0
19631,,Laki-laki,2.129512920961621,Senior,,Sudah Menikah,technical,150.0,1.0,0.42792916704464146,3,3 Years,belum pernah,belum,rendah,0
19632,,Laki-laki,3.225541262673503,Full-Time,,Belum Menikah,sales,179.0,0.48,0.462872916264622,4,36 Months,belum pernah,belum,sedang,0
19633,,Laki-laki,2.308178420361117,Senior,,Belum Menikah,support,259.0,0.92,0.4243152118274073,5,3 Years,pernah,belum,sedang,0
19634,,Laki-laki,2.8805554519640912,Part-Time,,Belum Menikah,support,134.0,0.63,0.2798738977395451,4,36 Months,belum pernah,belum,sedang,0
19635,,Laki-laki,1.9690913719726975,Junior,,Sudah Menikah,sales,189.0,0.59,0.5572843678998471,4,3 Years,belum pernah,belum,sedang,0
19636,,Laki-laki,0.4484687359453572,Internship,,Belum Menikah,sales,201.0,0.96,0.45068076113526323,4,2 Years,belum pernah,belum,tinggi,0
19637,,Laki-laki,2.4578840917187006,Senior,,Sudah Menikah,support,301.0,0.27,0.4155053659889052,3,3 Years,belum pernah,belum,rendah,1
19638,,Laki-laki,2.970486505853932,Full-Time,,Belum Menikah,support,,0.98,0.39349932026328727,2,36 Months,belum pernah,belum,rendah,0
19639,,Laki-laki,2.5175050850858156,Senior,,Sudah Menikah,support,257.0,0.41,0.4060384980170879,6,72 Months,pernah,belum,rendah,0
19640,,Laki-laki,3.6579099498114553,Full-Time,,Belum Menikah,sales,214.0,0.9,0.3905971790430621,4,2 Years,belum pernah,belum,rendah,0
19641,,Laki-laki,3.469796011177062,Full-Time,,Sudah Menikah,technical,,0.11,0.32233208793195944,4,3 Years,belum pernah,belum,rendah,1
19642,,Perempuan,1.4800234875695508,Probation,,Belum Menikah,sales,138.0,0.75,0.42620160615963243,6,48 Months,pernah,belum,sedang,0
19643,,Laki-laki,3.17361511020047,Full-Time,,Sudah Menikah,technical,,0.82,0.5695815732262082,5,36 Months,belum pernah,belum,rendah,0
19644,,Laki-laki,2.889855363250481,Full-Time,,Sudah Menikah,IT,185.0,0.66,0.5149659489855397,5,3 Years,belum pernah,belum,rendah,0
19645,,Laki-laki,0.6559706120461387,Internship,,Sudah Menikah,hr,143.0,0.71,0.40864346873608587,4,24 Months,belum pernah,belum,sedang,0
19646,,Laki-laki,0.6761064321903055,Internship,,Sudah Menikah,technical,156.0,0.46,0.2797417694250873,2,3 Years,belum pernah,belum,sedang,1
19647,,Laki-laki,2.606315097933492,Part-Time,,Belum Menikah,RandD,187.0,0.66,0.5284146300623518,4,2 Years,belum pernah,belum,rendah,0
19648,,Laki-laki,0.4671348068314639,Internship,,Sudah Menikah,IT,101.0,0.65,0.5967984445333023,3,3 Years,pernah,belum,sedang,0
19649,24.0,Laki-laki,2.1221266524244,Senior,2017.0,Sudah Menikah,IT,,,,3,4 Years,belum pernah,belum,sedang,0
19650,20.0,Laki-laki,1.7052528351742386,Junior,2021.0,Belum Menikah,sales,,0.97,,2,2 Years,belum pernah,belum,sedang,0
19651,,Perempuan,0.8739769182373016,Internship,,Belum Menikah,marketing,,0.45,0.4479331353460722,2,36 Months,belum pernah,belum,rendah,1
19652,,Perempuan,2.6000034477158698,Part-Time,,Belum Menikah,sales,204.0,0.98,0.622268779572521,3,24 Months,belum pernah,belum,sedang,0
19653,,Laki-laki,1.1706500445863115,Probation,,Sudah Menikah,technical,172.0,0.6,0.24289007230343412,3,3 Years,belum pernah,belum,sedang,0
19654,,Laki-laki,2.1997295437155624,Senior,,Belum Menikah,sales,150.0,0.73,0.3387860629842107,3,3 Years,belum pernah,belum,sedang,0
19655,,Laki-laki,2.7236417118953136,Part-Time,,Belum Menikah,accounting,210.0,0.24,0.4021862396737708,5,5 Years,belum pernah,belum,rendah,0
19656,30.0,Laki-laki,1.1780909984434769,Probation,2011.0,Sudah Menikah,sales,219.0,0.59,,3,3 Years,belum pernah,belum,rendah,0
19657,,Perempuan,1.888178244818843,Junior,,Belum Menikah,sales,151.0,0.87,0.5287301609957771,4,4 Years,belum pernah,belum,sedang,0
19658,,Perempuan,3.313631619282312,Full-Time,,Belum Menikah,sales,138.0,0.5,0.2568741540564097,6,36 Months,belum pernah,belum,sedang,0
19659,,Laki-laki,1.1457115319829352,Probation,,Sudah Menikah,product_mng,180.0,0.62,0.4707743946570469,5,4 Years,belum pernah,belum,tinggi,0
19660,26.0,Laki-laki,1.5921272028567501,Probation,2015.0,Sudah Menikah,product_mng,251.0,,0.5781245405572373,5,48 Months,belum pernah,belum,rendah,0
19661,,Laki-laki,3.5445844490099208,Full-Time,,Belum Menikah,technical,158.0,0.45,0.4189122655992777,2,3 Years,belum pernah,belum,rendah,1
19662,,Laki-laki,2.372519698399229,Senior,,Sudah Menikah,support,183.0,0.8,0.4843116671827058,4,2 Years,pernah,sudah,rendah,0
19663,,Laki-laki,3.3945647590275323,Full-Time,,Sudah Menikah,hr,232.0,0.82,0.5617917626009841,3,3 Years,belum pernah,belum,rendah,0
19664,,Laki-laki,2.1144025163790796,Junior,,Sudah Menikah,technical,141.0,0.93,0.5176750166464108,3,24 Months,belum pernah,belum,rendah,0
19665,34.0,Perempuan,3.2591392219794004,Full-Time,2009.0,Belum Menikah,support,280.0,,0.6935258991544272,6,4 Years,belum pernah,belum,rendah,1
19666,,Laki-laki,2.496216505548097,Senior,,Belum Menikah,technical,153.0,0.98,0.4361700746722296,3,48 Months,belum pernah,belum,sedang,0
19667,,Laki-laki,2.972179445167941,Full-Time,,Sudah Menikah,support,,0.5,0.5794893668761676,4,3 Years,belum pernah,belum,tinggi,0
19668,,Perempuan,1.9030671982340819,Junior,,Belum Menikah,RandD,146.0,0.59,0.6487723436212853,3,36 Months,belum pernah,belum,sedang,0
19669,,Laki-laki,3.1798666265653313,Full-Time,,Belum Menikah,technical,,0.66,0.43407244196898276,3,3 Years,belum pernah,belum,rendah,0
19670,,Laki-laki,1.646275806013622,Junior,,Sudah Menikah,sales,,0.93,0.47769688575207125,5,2 Years,belum pernah,belum,rendah,0
19671,,Laki-laki,3.1549230403587534,Full-Time,,Sudah Menikah,management,128.0,0.41,0.3249129043706348,2,3 Years,belum pernah,belum,rendah,1
19672,45.0,Laki-laki,1.007009690950375,Internship,1996.0,Sudah Menikah,technical,131.0,0.36,,2,3 Years,belum pernah,belum,rendah,1
19673,,Laki-laki,2.73470074957504,Part-Time,,Sudah Menikah,accounting,177.0,0.78,0.3890711417754653,3,3 Years,belum pernah,belum,sedang,0
19674,27.0,Laki-laki,0.26666925744453246,Internship,2013.0,Sudah Menikah,technical,,0.74,,4,2 Years,belum pernah,belum,sedang,0
19675,,Laki-laki,0.7764147789435859,Internship,,Sudah Menikah,sales,259.0,0.92,0.5537610553531167,4,2 Years,belum pernah,belum,sedang,0
19676,,Laki-laki,3.1680068658854483,Full-Time,,Sudah Menikah,support,196.0,0.67,0.3745404364564785,4,3 Years,belum pernah,belum,sedang,0
19677,,Laki-laki,2.3321370342544347,Senior,,Sudah Menikah,management,265.0,0.56,0.4465073380723712,3,10 Years,pernah,belum,rendah,0
19678,36.0,Laki-laki,0.7808679398645995,Internship,2004.0,Sudah Menikah,IT,,0.49,,3,3 Years,belum pernah,belum,tinggi,0
19679,,Laki-laki,1.58959001074111,Probation,,Sudah Menikah,sales,224.0,0.17,0.543752278984751,6,36 Months,belum pernah,belum,sedang,0
19680,,Laki-laki,2.1608522233037544,Senior,,Belum Menikah,support,249.0,0.49,0.4302095137031997,4,3 Years,belum pernah,belum,sedang,0
19681,45.0,Laki-laki,2.6094379095191016,Part-Time,1997.0,Sudah Menikah,accounting,146.0,0.85,,3,48 Months,belum pernah,belum,rendah,0
19682,24.0,Laki-laki,0.1426422961278837,Internship,2016.0,Sudah Menikah,sales,187.0,0.94,,4,3 Years,belum pernah,belum,rendah,0
19683,,Laki-laki,3.562446927557902,Full-Time,,Sudah Menikah,RandD,162.0,0.56,0.44283647690419475,3,24 Months,belum pernah,belum,tinggi,0
19684,,Laki-laki,2.6515367989326015,Part-Time,,Sudah Menikah,product_mng,184.0,0.87,0.6733206015775794,5,36 Months,belum pernah,belum,rendah,0
19685,,Perempuan,0.580237928627526,Internship,,Belum Menikah,sales,,0.92,0.4519690123919995,3,96 Months,belum pernah,belum,rendah,0
19686,,Perempuan,3.213615039771374,Full-Time,,Belum Menikah,support,245.0,0.49,0.31437300203701823,3,48 Months,belum pernah,belum,rendah,0
19687,,Laki-laki,2.4779165922618978,Senior,,Sudah Menikah,support,261.0,0.48,0.5372226739741224,3,24 Months,belum pernah,belum,sedang,0
19688,,Perempuan,2.8422484708310822,Part-Time,,Belum Menikah,sales,236.0,0.82,0.5436501687603568,5,5 Years,belum pernah,belum,rendah,1
19689,,Laki-laki,2.33430621441825,Senior,,Sudah Menikah,sales,202.0,0.8,0.6252684882734549,3,24 Months,belum pernah,belum,sedang,0
19690,,Laki-laki,1.474282806657909,Probation,,Sudah Menikah,technical,235.0,0.49,0.4618661566641682,5,60 Months,belum pernah,belum,rendah,0
19691,,Laki-laki,3.2824534873208524,Full-Time,,Sudah Menikah,sales,163.0,0.61,0.44753067567343485,4,3 Years,belum pernah,belum,sedang,0
19692,,Laki-laki,3.657361857733695,Full-Time,,Sudah Menikah,technical,188.0,0.51,0.4740158605421144,3,3 Years,belum pernah,belum,tinggi,0
19693,,Laki-laki,1.8920758454551827,Junior,,Sudah Menikah,RandD,135.0,0.9,0.42521964917234806,3,36 Months,belum pernah,belum,rendah,0
19694,37.0,Laki-laki,0.852191709848288,Internship,2003.0,Sudah Menikah,technical,262.0,0.91,,3,3 Years,belum pernah,belum,rendah,0
19695,,Laki-laki,2.3455193669037038,Senior,,Belum Menikah,sales,241.0,0.6,0.3594847864825465,5,3 Years,belum pernah,belum,tinggi,0
19696,43.0,Perempuan,3.33782306470988,Full-Time,2000.0,Belum Menikah,management,149.0,0.55,,3,36 Months,belum pernah,belum,rendah,0
19697,25.0,Laki-laki,2.374365825871992,Senior,2016.0,Belum Menikah,sales,145.0,0.88,,3,96 Months,belum pernah,belum,rendah,0
19698,34.0,Laki-laki,3.063145911659163,Full-Time,2008.0,Sudah Menikah,accounting,142.0,,0.4864293313704918,2,3 Years,belum pernah,belum,rendah,1
19699,,Laki-laki,3.1465465079897044,Full-Time,,Sudah Menikah,sales,227.0,0.42,0.36816261538150225,3,36 Months,belum pernah,belum,sedang,0
19700,,Laki-laki,1.8341700048485512,Junior,,Sudah Menikah,technical,148.0,0.62,0.3959501329177973,3,2 Years,pernah,belum,rendah,0
19701,,Laki-laki,2.060880084254043,Junior,,Sudah Menikah,IT,239.0,0.63,0.5413706321123614,3,3 Years,belum pernah,belum,sedang,0
19702,,Laki-laki,0.9091731567137933,Internship,,Sudah Menikah,support,273.0,0.57,0.6735338282765865,3,6 Years,belum pernah,belum,rendah,1
19703,,Laki-laki,2.3088947285687773,Senior,,Belum Menikah,support,215.0,0.63,0.43311426662646363,3,3 Years,belum pernah,belum,sedang,0
19704,,Laki-laki,3.4008862842759227,Full-Time,,Sudah Menikah,management,189.0,0.72,0.49580073949228953,3,3 Years,pernah,belum,tinggi,0
19705,,Laki-laki,3.4593498575877097,Full-Time,,Sudah Menikah,sales,242.0,0.87,0.7646836286059294,5,5 Years,belum pernah,belum,rendah,1
19706,,Perempuan,2.9789715055941497,Full-Time,,Belum Menikah,technical,230.0,0.92,0.4641883890910196,3,36 Months,belum pernah,belum,tinggi,0
19707,,Laki-laki,2.5553344207265125,Part-Time,,Belum Menikah,support,,0.75,0.49303006040517705,4,5 Years,belum pernah,belum,rendah,1
19708,,Laki-laki,3.7183503703804686,Full-Time,,Belum Menikah,management,232.0,0.85,0.5152807438537155,6,60 Months,belum pernah,belum,tinggi,0
19709,,Laki-laki,2.9094565127093737,Full-Time,,Sudah Menikah,support,140.0,0.49,0.42444619449435295,5,3 Years,belum pernah,belum,tinggi,0
19710,,Laki-laki,3.647644339830425,Full-Time,,Sudah Menikah,sales,134.0,0.45,0.4093384532032598,2,36 Months,belum pernah,belum,rendah,1
19711,27.0,Laki-laki,1.7334855791213921,Junior,2014.0,Belum Menikah,sales,156.0,0.44,,2,3 Years,pernah,belum,sedang,1
19712,,Laki-laki,2.2284681553937724,Senior,,Sudah Menikah,sales,149.0,0.58,0.4035773266913315,4,6 Years,belum pernah,belum,sedang,0
19713,,Perempuan,1.2954581902964446,Probation,,Belum Menikah,sales,260.0,0.54,0.4459034242047791,4,3 Years,belum pernah,belum,sedang,1
19714,,Laki-laki,2.54552975340135,Part-Time,,Belum Menikah,sales,251.0,0.58,0.47681506716047795,5,3 Years,belum pernah,belum,sedang,0
19715,,Laki-laki,1.2358212810992464,Probation,,Sudah Menikah,technical,196.0,0.94,0.6710661700631796,3,3 Years,belum pernah,belum,sedang,0
19716,,Laki-laki,2.2541015609626833,Senior,,Belum Menikah,IT,174.0,0.87,0.7411663335153555,3,2 Years,belum pernah,belum,rendah,0
19717,,Laki-laki,2.174377051248647,Senior,,Sudah Menikah,support,129.0,0.36,0.5753617542523719,2,36 Months,belum pernah,belum,rendah,1
19718,47.0,Laki-laki,3.1456284663533145,Full-Time,1995.0,Sudah Menikah,support,,0.23,,5,5 Years,pernah,belum,rendah,0
19719,,Laki-laki,2.742599288592508,Part-Time,,Sudah Menikah,hr,273.0,0.98,0.439923614291607,4,2 Years,belum pernah,belum,rendah,0
19720,,Perempuan,2.5541033480877466,Part-Time,,Belum Menikah,IT,199.0,0.81,0.19907474531305255,3,2 Years,pernah,belum,sedang,0
